Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"MET","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.013639412,0.00878863,0.120677907,0.327235123,-4.13e-5,8.81734e-4,0.962642549,0.966431966
"MET","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.01723722,0.013815698,0.21215843,0.460356095,0.001758405,0.001775371,0.321958069,0.359453828
"Miserableness","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.024097094,0.024984531,0.33434257,0.592005617,0.018574184,0.003011019,5.79e-10,2.1e-9
"Miserableness","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.036486085,0.015920148,0.021737124,0.106937478,0.010164859,0.001559046,5.73e-11,2.29e-10
"MoodAnxiety","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.015032602,0.012724111,0.237434038,0.488475758,0.013676313,0.001535377,5.24e-19,4.04e-18
"MoodAnxiety","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.016058142,0.008165544,0.049233112,0.18357857,0.008517593,7.99617e-4,1.72e-26,2.26e-25
"MoodSwings","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.035203823,0.015815504,0.025898094,0.120564596,0.014115448,0.001580108,2.04e-19,1.62e-18
"MoodSwings","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.006658887,0.024779637,0.788088005,0.902224301,0.018433252,0.003026843,8.28e-10,2.95e-9
"Neuroticism","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.008796628,0.013171976,0.504243178,0.736849612,0.00956994,0.00162221,3.65e-9,1.22e-8
"Neuroticism","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.009632417,0.008437719,0.253625156,0.507250313,0.006569358,8.34026e-4,3.37e-15,1.9e-14
"Platelet","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.004433595,0.011730815,0.705472137,0.857817004,0.002717355,0.001409247,0.05382697,0.068069466
"Platelet","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.007769695,0.007497508,0.300061085,0.556801703,0.001358005,7.31967e-4,0.063556575,0.079577523
"Reaction","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.007342562,0.011235443,0.513422875,0.744652404,0.01760687,0.001355101,1.36e-38,6.589999999999999e-37
"Reaction","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.020737208,0.007167368,0.003812592,0.030649926,0.007267768,7.00734e-4,3.36e-25,3.99e-24
"Redblood","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.006822295,0.006584381,0.300140638,0.556801703,0.001236188,6.4285e-4,0.054483155,0.068863952
"Redblood","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",8.10629e-4,0.010302693,0.937286198,0.973140833,0.002795202,0.001237646,0.023916149,0.031805059
"RiskTaking","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.038487161,0.01859826,0.037675958,0.154249312,-0.004847796,0.001848329,0.008128739,0.011642168
"RiskTaking","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.055265079,0.029355908,0.058229474,0.205516589,-0.013029733,0.003641988,2.67853e-4,4.86204e-4
"SexPartners","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.010677972,0.012441333,0.39074615,0.643381409,-0.009491308,0.001542673,7.63e-10,2.73e-9
"SexPartners","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.003060483,0.007849791,0.696624863,0.852948843,-0.003690355,7.81004e-4,2.3e-6,5.51e-6
"StandingHeight","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",-0.012502316,0.008376723,0.13556704,0.350149757,-0.013949766,0.001003918,6.91e-44,7.799999999999999e-42
"StandingHeight","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.003996453,0.005357103,0.45566179,0.698750695,-0.003202416,5.22404e-4,8.79e-10,3.12e-9
"SymbolDigit","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.006396626,0.01202756,0.59484404,0.794827304,-0.008951829,0.001285692,3.35e-12,1.49e-11
"SymbolDigit","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.009505469,0.019347314,0.62321016,0.810206072,-0.014586636,0.00259236,1.84e-8,5.72e-8
"TDI","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.001813056,0.007489913,0.808728878,0.913198543,0.008762028,7.3016e-4,3.59e-33,9.09e-32
"TDI","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.007622295,0.011696255,0.514603557,0.745180207,0.01696061,0.001403318,1.27e-33,3.36e-32
"TrailMaking1","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.005586605,0.013773489,0.685033021,0.845756484,0.005387676,0.001477694,2.6645e-4,4.83895e-4
"TrailMaking1","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.010931312,0.021979696,0.618952351,0.808579279,0.008595906,0.002950784,0.003579256,0.005430747
"TrailMaking2","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",-0.003865455,0.013366432,0.772435502,0.89434843,0.009015698,0.001426752,2.64e-10,9.91e-10
"TrailMaking2","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",2.37133e-4,0.021412391,0.991163986,0.996394455,0.014968412,0.002882305,2.07e-7,5.64e-7
"Triglycerides","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.005728567,0.007628384,0.452680692,0.696298156,4.71384e-4,7.4239e-4,0.52545814,0.561967812
"Triglycerides","NonBrain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.006196186,0.011861877,0.601419011,0.797477748,0.00565864,0.001430368,7.62e-5,1.50899e-4
"VSWM1","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.011589098,0.012347499,0.347947718,0.604660238,0.009446845,0.001477116,1.6e-10,6.16e-10
"VSWM1","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.019493277,0.007877512,0.013340917,0.077025309,0.002864095,7.65528e-4,1.83073e-4,3.4106e-4
"VSWM2","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DUP",0.002906114,0.007425681,0.695531403,0.852175145,0.005190267,7.25723e-4,8.57e-13,4.04e-12
"VSWM2","Brain","adipose_tissue","Tissue_Fantom60","NonBrain",NA,"other","DEL",0.007148662,0.011666265,0.540033037,0.76193902,0.011791882,0.001408002,5.54e-17,3.6e-16
"Albumin","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.008182931,0.011085748,0.371481399,0.625637691,-0.002337505,8.23171e-4,0.004516771,0.006726274
"Albumin","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.038217098,0.015201336,0.002247167,0.020569369,-0.002966377,0.001591913,0.06240623,0.078243172
"BirthWeight","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.014582643,0.011085748,0.209523774,0.456985501,-8.70763e-4,0.001041285,0.403021368,0.442017653
"BirthWeight","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.016472377,0.015201336,0.303005986,0.560048051,-0.00556154,0.00203844,0.006366024,0.009260126
"BMD","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.004635368,0.011085748,0.675846865,0.841792424,-0.003305368,9.95097e-4,8.9498e-4,0.001488983
"BMD","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.03091765,0.015201336,0.041965037,0.16486041,-0.002954928,0.001902194,0.120321385,0.144628142
"BMI","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.005221514,0.011085748,0.547252675,0.766450076,0.00388905,7.79639e-4,6.09e-7,1.57e-6
"BMI","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.009118243,0.015201336,0.43928085,0.685281832,0.012573721,0.001496836,4.47e-17,2.93e-16
"Calcium","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.001364803,0.015201336,0.914298051,0.96305877,-0.004038963,0.001614119,0.012340369,0.017144617
"Calcium","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.005208471,0.011085748,0.574746727,0.784175791,6.1464e-4,8.34664e-4,0.461492599,0.499729416
"Cholesterol","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.018927811,0.015201336,0.113752895,0.315809465,-0.006745763,0.001522792,9.43e-6,2.11e-5
"Cholesterol","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.003950483,0.011085748,0.653191567,0.828967664,-0.003665679,7.93159e-4,3.81e-6,8.89e-6
"Depression","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-8.46335e-4,0.011085748,0.678164162,0.842938207,7.94047e-4,1.83384e-4,1.49e-5,3.25e-5
"Depression","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.003048219,0.015201336,0.271454359,0.525964135,9.86746e-4,3.51556e-4,0.005003906,0.007400297
"EA","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.039107271,0.011085748,5.86e-6,1.76977e-4,-0.006257543,7.75202e-4,6.92e-16,4.1e-15
"EA","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.049321046,0.015201336,2.49e-5,5.80753e-4,-0.016153541,0.00148671,1.7e-27,2.44e-26
"FEV1","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.021638353,0.011085748,0.001130701,0.012435185,-0.004903408,6.02635e-4,4.08e-16,2.46e-15
"FEV1","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.021772145,0.015201336,0.016089625,0.087416114,-0.014675587,0.001150521,2.95e-37,1.22e-35
"FI","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.030188907,0.011085748,0.006373148,0.045062909,-0.007517401,0.001007462,8.57e-14,4.33e-13
"FI","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.070292177,0.015201336,3.28e-6,1.08759e-4,-0.018282325,0.002014138,1.12e-19,9.13e-19
"FVC","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.015426232,0.011085748,0.016651655,0.089535181,-0.005310672,5.84203e-4,9.91e-20,8.09e-19
"FVC","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.024007416,0.015201336,0.006189428,0.044172848,-0.014345964,0.001115381,7.5e-38,3.32e-36
"Gamma","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.001305059,0.011085748,0.875763662,0.94589047,0.002410455,7.53249e-4,0.001374017,0.002214717
"Gamma","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.014924938,0.015201336,0.18915154,0.42794885,0.004651239,0.001445615,0.001293316,0.002092849
"Glucose","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.002599081,0.015201336,0.836320847,0.926586621,0.003465195,0.00160415,0.030762169,0.040293457
"Glucose","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.008183315,0.011085748,0.374244473,0.627929248,4.10875e-4,8.28744e-4,0.620049442,0.652330821
"GP","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.006102153,0.011085748,0.139819577,0.35730132,0.001118072,3.72318e-4,0.002673429,0.004129632
"GP","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.012241118,0.015201336,0.02967768,0.131434804,5.93532e-4,7.13467e-4,0.405466597,0.444501735
"GuiltyFeelings","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.015139709,0.011085748,0.444296744,0.689470987,0.003349538,0.001765928,0.058293065,0.07339726
"GuiltyFeelings","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.017295533,0.015201336,0.523253671,0.751888466,-4.52591e-4,0.003468473,0.896032633,0.907194709
"HbA1c","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.01541887,0.011085748,0.070288686,0.231767775,0.002257353,7.62192e-4,0.003060045,0.004683794
"HbA1c","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.024587703,0.015201336,0.033009095,0.1409964,0.006995726,0.001466222,1.83e-6,4.44e-6
"HDL","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.024532112,0.015201336,0.033495777,0.142540141,-0.011277891,0.00146889,1.62e-14,8.69e-14
"HDL","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.001987038,0.011085748,0.81407801,0.915625439,-0.00400828,7.59432e-4,1.31e-7,3.66e-7
"HeartRate","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.011086242,0.011085748,0.219682466,0.468639031,0.002844083,8.11397e-4,4.5637e-4,7.96534e-4
"HeartRate","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.013189079,0.015201336,0.282208751,0.537872935,0.009205524,0.001560655,3.67e-9,1.23e-8
"Hypertention","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.017290143,0.015201336,0.536548925,0.760286588,0.011536263,0.003478681,0.001001549,0.001653635
"Hypertention","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.012096029,0.011085748,0.552588774,0.769090435,0.00602743,0.001821524,9.78936e-4,0.001619372
"IGF1","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.004833081,0.015201336,0.680482139,0.843241327,-0.006334202,0.001495001,2.27e-5,4.83e-5
"IGF1","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.009469737,0.011085748,0.272428873,0.526835912,-0.002659962,7.78174e-4,6.30406e-4,0.001075172
"Irritability","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.006379419,0.011085748,0.750365144,0.88383052,0.002380762,0.001791217,0.184755003,0.215562076
"Irritability","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.03262892,0.015201336,0.233738924,0.484306788,-0.004247344,0.003510855,0.223922163,0.257162782
"LDL","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.015675945,0.015201336,0.196540987,0.438496876,-0.004776565,0.001544188,0.001979878,0.003122546
"LDL","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",3.73847e-4,0.011085748,0.966563518,0.986082612,-0.002622768,8.04568e-4,0.001114811,0.001825425
"Loneliness","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.019606601,0.011085748,0.377169396,0.631378047,0.013488013,0.001945792,6.67e-12,2.89e-11
"Loneliness","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.085718798,0.015201336,0.003835134,0.030747591,0.023978284,0.003572364,4.78e-11,1.92e-10
"Menarche","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.050410221,0.011085748,4.67e-5,9.74863e-4,0.004392446,0.00109501,6.04e-5,1.2117e-4
"Menarche","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.053297072,0.015201336,0.001419657,0.014715888,-0.0046896180000000004,0.002185371,0.031880929,0.041629829
"Menopause","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.028396447,0.011085748,0.078011103,0.248354039,-0.002221141,0.001385979,0.10902993,0.131934778
"Menopause","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.009043514,0.015201336,0.678855271,0.842938207,-0.006539238,0.00288331,0.023333067,0.031091139
"MET","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.01136239,0.011085748,0.261507718,0.516244784,-0.001424536,9.14135e-4,0.119152819,0.143363307
"MET","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.048189761,0.015201336,4.70084e-4,0.006391074,-0.002771977,0.001841844,0.132324701,0.157952468
"Miserableness","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.00589424,0.011085748,0.745618399,0.882052732,0.008498687,0.001641547,2.12e-7,5.77e-7
"Miserableness","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.080001532,0.015201336,0.001190695,0.012931545,0.011712728,0.00313972,1.86417e-4,3.46809e-4
"MoodAnxiety","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.002987989,0.011085748,0.748724635,0.882939095,0.007480573,8.45941e-4,9.36e-19,7.08e-18
"MoodAnxiety","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.07002856,0.015201336,3.43e-8,1.97e-6,0.008027579,0.001604066,5.6e-7,1.45e-6
"MoodSwings","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.020450202,0.011085748,0.257651325,0.511361653,0.011017995,0.001645205,1.76e-11,7.38e-11
"MoodSwings","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.088990029,0.015201336,3.11829e-4,0.004598785,0.012809888,0.003141743,4.22e-5,8.6700000000000007e-05
"Neuroticism","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.014685027,0.011085748,0.126767264,0.336522949,0.005214226,8.70465e-4,2.1e-9,7.19e-9
"Neuroticism","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.066602903,0.015201336,5.51e-7,2.39e-5,0.004593408,0.001672041,0.006011193,0.008785453
"Platelet","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.024476534,0.011085748,0.004450813,0.034433277,0.003152462,7.71073e-4,4.34e-5,8.91e-5
"Platelet","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.021524034,0.015201336,0.065373396,0.220657904,9.64724e-4,0.001476216,0.513427136,0.550294486
"Reaction","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.017855067,0.011085748,0.029344948,0.130273252,0.0051309219999999996,7.3726e-4,3.42e-12,1.52e-11
"Reaction","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.053461469,0.015201336,1.56e-6,5.76e-5,0.013589666,0.001421796,1.21e-21,1.12e-20
"Redblood","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.003464277,0.011085748,0.646681355,0.826097058,0.001053015,6.77154e-4,0.119932448,0.144195787
"Redblood","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.004336722,0.015201336,0.672493923,0.840006139,0.003178974,0.001296487,0.014207246,0.019565551
"RiskTaking","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.021027252,0.011085748,0.318855946,0.575982773,-0.005824098,0.001931916,0.002385965,0.003714682
"RiskTaking","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.057590559,0.015201336,0.04644319,0.176195861,-0.012399326,0.003800469,9.10872e-4,0.001513889
"SexPartners","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.007820946,0.011085748,0.385942955,0.638076248,-0.003085031,8.13332e-4,1.48813e-4,2.81237e-4
"SexPartners","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.030867423,0.015201336,0.01226296,0.072383761,-0.008074947,0.001600084,4.5e-7,1.18e-6
"StandingHeight","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.006381538,0.011085748,0.297247528,0.55426235,-0.002627998,5.50244e-4,1.79e-6,4.34e-6
"StandingHeight","NonBrain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.032888888,0.015201336,7.66e-5,0.001463974,-0.012522784,0.00105447,1.6e-32,3.64e-31
"SymbolDigit","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",-0.023158601,0.011085748,0.103938098,0.298071412,-0.00732766,0.00129675,1.6e-8,5e-8
"SymbolDigit","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",-0.04564339,0.015201336,0.01879536,0.097099846,-0.01087737,0.002636905,3.71e-5,7.68e-5
"TDI","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DUP",0.02038201,0.011085748,0.017185691,0.091442714,0.007529899,7.69169e-4,1.25e-22,1.25e-21
"TDI","Brain","alveolar_cells_type_1","SC_HPA81","NonBrain",NA,"Specialized epithelial cells","DEL",0.047723932,0.015201336,4.03e-5,8.65433e-4,0.014227297,0.001474147,4.88e-22,4.680000000000001e-21
