Trait,"Trait_Cat","Geneset","Geneset_Type","Geneset_Cat","Geneset_SubCat","Geneset_Cat_Detailed","CNV_Type","Effectsize","se","p_value","FDR_p_value","Effectsize_outside","se_outside","p_value_outside","FDR_p_value_outside"
"Menarche","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.012552083,0.008728966,0.174615506,0.408548065,8.16409e-4,0.001039602,0.432273322,0.47077333
"Menopause","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.055162168,0.016039053,0.032249053,0.138791967,-0.002954933,0.002763753,0.284993195,0.321238995
"Menopause","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.01149326,0.008728966,0.353727216,0.609640863,-0.004531283,0.001313756,5.6262e-4,9.67706e-4
"MET","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.00724762,0.016039053,0.632778272,0.816260242,0.001129362,0.001809777,0.532605838,0.568830726
"MET","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.00233378,0.008728966,0.768356334,0.892043552,-9.57597e-4,8.79837e-4,0.276428109,0.312417832
"Miserableness","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.024871912,0.016039053,0.354435392,0.609745712,0.018803985,0.003135034,1.61e-9,5.59e-9
"Miserableness","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.015086937,0.008728966,0.285639008,0.541688744,0.007280824,0.001559792,2.84e-6,6.72e-6
"MoodAnxiety","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.004299802,0.008728966,0.559719039,0.774641095,0.007421274,8.02136e-4,2.22e-20,1.89e-19
"MoodAnxiety","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.008925838,0.016039053,0.51516765,0.745316207,0.012272103,0.00159471,1.41e-14,7.6e-14
"MoodSwings","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.014994383,0.008728966,0.286303955,0.542393455,0.013166128,0.001578279,3.9e-17,2.58e-16
"MoodSwings","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.018879422,0.016039053,0.481281355,0.719414918,0.017692453,0.00313179,1.34e-8,4.24e-8
"Neuroticism","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-4.66693e-4,0.016039053,0.974415366,0.989190631,0.009037538,0.001643467,3.82e-8,1.15e-7
"Neuroticism","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.002005635,0.008728966,0.790967099,0.903613325,0.005939905,8.30508e-4,8.56e-13,4.04e-12
"Platelet","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.002189004,0.008728966,0.74670237800000006,0.882088066,0.001663198,7.31944e-4,0.023068695,0.03075826
"Platelet","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.02792175,0.016039053,0.02737291,0.124969161,6.83381e-4,0.001468358,0.641641643,0.673179884
"Reaction","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.009978196,0.016039053,0.411005075,0.662264387,0.016623777,0.001414012,6.619999999999999e-32,1.4e-30
"Reaction","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.015628823,0.008728966,0.014968148,0.083330392,0.005200564,6.99697e-4,1.07e-13,5.35e-13
"Redblood","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.01171082,0.008728966,0.049128172,0.183325913,0.001579853,6.42772e-4,0.013976629,0.019274873
"Redblood","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.005444143,0.016039053,0.624312916,0.810642262,0.002508203,0.001289568,0.051776349,0.065638992
"RiskTaking","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.01972296,0.008728966,0.242677388,0.494106527,-0.005819218,0.001851825,0.001524241,0.002441426
"RiskTaking","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.032573584,0.016039053,0.304141043,0.560496524,-0.014282865,0.003805817,1.36774e-4,2.60147e-4
"SexPartners","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.016214344,0.016039053,0.228408988,0.479033852,-0.009153835,0.001579677,6.85e-9,2.23e-8
"SexPartners","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.012218013,0.008728966,0.077099334,0.246477921,-0.004316494,7.79211e-4,3.03e-8,9.22e-8
"StandingHeight","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-2.17414e-4,0.008728966,0.963869911,0.984977845,-0.002986875,5.22149e-4,1.06e-8,3.39e-8
"StandingHeight","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.062158911,0.016039053,6.21e-12,6.99e-10,-0.010775474,0.001049475,9.94e-25,1.15e-23
"SymbolDigit","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",-0.016847809,0.016039053,0.499013924,0.732792015,-0.012936303,0.002595445,6.23e-7,1.6e-6
"SymbolDigit","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",7.67132e-4,0.008728966,0.944679346,0.976216649,-0.00860547,0.001245765,4.94e-12,2.17e-11
"TDI","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.014836098,0.008728966,0.026952073,0.123581855,0.007802626,7.30053e-4,1.17e-26,1.56e-25
"TDI","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.061519848,0.016039053,1.13e-6,4.44e-5,0.013555934,0.001467026,2.47e-20,2.1e-19
"TrailMaking1","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.001277864,0.008728966,0.919372729,0.96597129,0.00578169,0.001427651,5.13e-5,1.04145e-4
"TrailMaking1","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",7.52053e-4,0.016039053,0.978700512,0.990995237,0.009153208,0.00295682,0.001964375,0.003100409
"TrailMaking2","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.014622783,0.008728966,0.225284942,0.475233705,0.009607595,0.001373296,2.65e-12,1.19e-11
"TrailMaking2","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.017342899,0.016039053,0.524972175,0.752788459,0.013896685,0.0028989,1.64e-6,4e-6
"Triglycerides","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.006230986,0.008728966,0.356905164,0.611672018,4.08391e-4,7.39927e-4,0.580993962,0.615532351
"Triglycerides","NonBrain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.038721118,0.016039053,0.002628028,0.023194818,0.003545629,0.001499611,0.01806139,0.024472298
"VSWM1","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",-0.001666176,0.008728966,0.812681562,0.914854312,0.004061658,7.64355e-4,1.07e-7,3.05e-7
"VSWM1","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.008573513,0.016039053,0.520158898,0.748899203,0.009628289,0.001531026,3.2e-10,1.19e-9
"VSWM2","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DEL",0.001440051,0.016039053,0.910015635,0.961026394,0.012162958,0.001463254,9.42e-17,5.99e-16
"VSWM2","Brain","plasma_cells","SC_HPA81","NonBrain",NA,"Blood & immune cells","DUP",0.003649145,0.008728966,0.582560287,0.788401808,0.005158166,7.24422e-4,1.08e-12,5.03e-12
"Albumin","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.008057983,0.007922169,0.30908576,0.566149292,-0.002315751,8.06711e-4,0.004097063,0.006145179
"Albumin","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.015589358,0.01283808,0.224631642,0.47440766,-0.004361477,0.00177565,0.014039179,0.019350311
"BirthWeight","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.039194774,0.016501457,0.017538722,0.092555397,-0.003313381,0.002259358,0.142509443,0.16912706
"BirthWeight","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.011486603,0.009999806,0.250687993,0.503594649,-0.002362703,9.97042e-4,0.017802729,0.024137303
"BMD","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.009332845,0.0096702550000000009,0.334491416,0.592195934,-0.002494009,9.77449e-4,0.010725154,0.015054705
"BMD","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.063098331,0.015534168,4.87e-5,0.001003064,-0.006565103,0.002122747,0.001983403,0.003127437
"BMI","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-3.36595e-4,0.007501909,0.964212662,0.984988515,0.004221865,7.63227e-4,3.18e-8,9.62e-8
"BMI","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.046767073,0.012097484,1.10718e-4,0.001968447,0.009147643,0.001674127,4.65e-8,1.38e-7
"Calcium","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.013105368,0.013020852,0.31418016,0.571349249,-0.002802704,0.00180104,0.119671165,0.143940143
"Calcium","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.017056167,0.008033056,0.033733744,0.143273819,0.001948739,8.17371e-4,0.017118887,0.02327983
"Cholesterol","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.010328977,0.007614249,0.17493048,0.408900456,-0.002827692,7.76663e-4,2.71804e-4,4.93195e-4
"Cholesterol","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.024943417,0.012339128,0.043229759,0.167791811,-0.005937414,0.00170461,4.95602e-4,8.59733e-4
"Depression","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.001289366,0.002840508,0.649885833,0.827720443,0.001107579,3.93675e-4,0.004901765,0.007257948
"Depression","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.003600959,0.001763624,0.041172491,0.162971229,5.30302e-4,1.7957e-4,0.003145375,0.00480198
"EA","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.014363221,0.007452258,0.053934824,0.195062082,-0.007605385,7.58837e-4,1.22e-23,1.3e-22
"EA","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.058698253,0.012007038,1.02e-6,4.05e-5,-0.01458704,0.001664372,1.89e-18,1.39e-17
"FEV1","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.015599432,0.005780681,0.006964607,0.047906616,-0.00519224,5.91e-4,1.56e-18,1.16e-17
"FEV1","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.025413158,0.0092923,0.006240919,0.044361206,-0.014191716,0.001285864,2.57e-28,3.9e-27
"FI","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.016802935,0.009611933,0.080442165,0.253008826,-0.008189525,9.99282e-4,2.51e-16,1.54e-15
"FI","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.057226577,0.015987025,3.44228e-4,0.0049822139999999996,-0.018599127,0.002219731,5.36e-17,3.49e-16
"FVC","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.010484868,0.00560373,0.061338639,0.212247221,-0.00556442,5.72917e-4,2.68e-22,2.62e-21
"FVC","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.03994297,0.009009652,9.28e-6,2.59499e-4,-0.012663845,0.001246529,3.03e-24,3.389999999999999e-23
"Gamma","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.012776568,0.007230465,0.077221173,0.246673066,0.003132832,7.3788e-4,2.18e-5,4.65e-5
"Gamma","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.03436033,0.011717485,0.003363739,0.027890371,4.7201e-4,0.001619031,0.770639489,0.793878357
"Glucose","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.016102992,0.007970455,0.043349318,0.168035409,-1.10596e-4,8.11673e-4,0.891618411,0.903405681
"Glucose","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.018243289,0.012952785,0.159000066,0.387467706,0.002040559,0.001785204,0.253022697,0.287923051
"GP","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.001846175,0.00577177,0.749072461,0.883101924,0.001316077,7.98185e-4,0.099181704,0.120778445
"GP","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.00678581,0.003584691,0.05835886,0.205779321,0.001054233,3.63858e-4,0.003763209,0.0056865249999999996
"GuiltyFeelings","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.006224619,0.017066839,0.715314973,0.863683148,0.003839557,0.001722361,0.026523864,0.035039832
"GuiltyFeelings","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.064199401,0.027646972,0.020579264,0.103189312,-0.005302435,0.00393194,0.174949041,0.204848113
"HbA1c","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.003599072,0.011884868,0.762021047,0.888874325,0.008584131,0.001636341,1.56e-7,4.32e-7
"HbA1c","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.02221245,0.00731733,0.002400765,0.021525238,0.001771831,7.45968e-4,0.017539391,0.023806448
"HDL","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.01786012,0.007310092,0.014557549,0.081721161,-0.002828277,7.43778e-4,1.43217e-4,2.71354e-4
"HDL","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.052491992,0.011846989,9.39e-6,2.61568e-4,-0.008413992,0.001638548,2.82e-7,7.56e-7
"HeartRate","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.003005194,0.007816123,0.700618081,0.855306159,0.003664468,7.94446e-4,3.98e-6,9.27e-6
"HeartRate","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.039529426,0.012611407,0.001722074,0.016958145,0.00667831,0.001744135,1.28679e-4,2.4592e-4
"Hypertention","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.017942069,0.028536227,0.529798898,0.756067828,0.008891029,0.003941621,0.024891246,0.03301572
"Hypertention","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.037427538,0.017609092,0.033931672,0.143774645,0.004446422,0.001790906,0.013563734,0.018735152
"IGF1","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.019112132,0.012107267,0.114436187,0.316992525,-0.005034098,0.00167435,0.002642046,0.004084994
"IGF1","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.008979161,0.007467507,0.229197316,0.479667048,-0.002690466,7.62325e-4,4.16724e-4,7.31827e-4
"Irritability","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.004726075,0.017331176,0.784908887,0.901006694,0.002321481,0.001745999,0.185132924,0.215968944
"Irritability","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.010472674,0.028269387,0.71072044,0.861220772,-0.001008218,0.003885307,0.794921135,0.816050623
"LDL","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.005188342,0.007723984,0.501763409,0.735272862,-0.002296431,7.87706e-4,0.003553211,0.005393443
"LDL","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.012584401,0.01251133,0.314492915,0.571566433,-0.004840776,0.001728671,0.005105949,0.007540654
"Loneliness","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-8.46453e-4,0.018959887,0.964135629,0.984977845,0.014661502,0.001844039,8.72e-15,4.77e-14
"Loneliness","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.101288555,0.029276374,5.82465e-4,0.007486823,0.021065624,0.004040883,3.01e-7,8.02e-7
"Menarche","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.004369324,0.01048194,0.67679361,0.842324033,0.001896803,0.001083286,0.079952155,0.098677704
"Menarche","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.012771243,0.017325504,0.461040748,0.702149782,3.45277e-4,0.002458614,0.888315873,0.900483865
"Menopause","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.00185229,0.022967617,0.935722107,0.972995562,-0.006177287,0.003213786,0.054592588,0.06899048
"Menopause","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.009909359,0.013749496,0.471091017,0.711066098,-0.004448203,0.001375264,0.001219123,0.001981243
"MET","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.006126975,0.008892372,0.49081449,0.726997495,-4.41706e-4,9.06147e-4,0.625935887,0.657915415
"MET","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.007611757,0.014458509,0.598572331,0.796219476,-1.81e-6,0.002052629,0.999295852,0.999295852
"Miserableness","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.030032336,0.01577059,0.056698747,0.202070519,0.010014722,0.001601666,3.67e-10,1.36e-9
"Miserableness","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.107574605,0.025355387,2.15e-5,5.16899e-4,0.007743363,0.003506221,0.027079046,0.035741344
"MoodAnxiety","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.003307902,0.008053789,0.681273555,0.843598388,0.007880433,8.23005e-4,1.02e-21,9.570000000000001e-21
"MoodAnxiety","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.047584282,0.013054855,2.6748e-4,0.004070537,0.008767263,0.001805119,1.19e-6,2.96e-6
"MoodSwings","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.022461179,0.015692637,0.152197841,0.377546615,0.013553387,0.00161552,2.83e-17,1.89e-16
"MoodSwings","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.060737493,0.025337699,0.016428198,0.088783195,0.01379548,0.003513669,7.95e-5,1.57008e-4
"Neuroticism","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.001212658,0.008362578,0.884703033,0.949668431,0.006131286,8.54158e-4,7.08e-13,3.36e-12
"Neuroticism","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.037283685,0.013577108,0.0060317,0.043400799,0.005918706,0.001866981,0.001523461,0.00244069
"Platelet","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.028911308,0.007426647,9.91e-5,0.001789164,0.003558116,7.54255e-4,2.39e-6,5.71e-6
"Platelet","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.048070128,0.011957323,5.82e-5,0.001170828,-0.001925908,0.001651228,0.243474023,0.277912474
"Reaction","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.012924377,0.007078358,0.067865971,0.226320533,0.005366872,7.22827e-4,1.13e-13,5.65e-13
"Reaction","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.064510836,0.011466257,1.84e-8,1.11e-6,0.011730712,0.001592171,1.74e-13,8.58e-13
"Redblood","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.015631122,0.006522989,0.016561386,0.089179476,0.001816444,6.62431e-4,0.006105295,0.008908021
"Redblood","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.024275149,0.01050135,0.020799018,0.1037871,6.82013e-4,0.001450097,0.638125234,0.669680629
"RiskTaking","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.007019692,0.018386703,0.702388275,0.856249164,-0.006589582,0.00190434,4.53646e-4,7.92341e-4
"RiskTaking","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.024953758,0.030209716,0.407797845,0.659178858,-0.014518789,0.004223043,4.66446e-4,8.13122e-4
"SexPartners","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.018215799,0.012835552,0.155850937,0.382948017,-0.008763131,0.001790902,9.93e-7,2.49e-6
"SexPartners","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.002761214,0.007854461,0.725177997,0.869296139,-0.003709681,8.08161e-4,4.43e-6,1.03e-5
"StandingHeight","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.051041394,0.00852065,2.1e-9,1.48e-7,-0.010400141,0.001180984,1.3e-18,9.7e-18
"StandingHeight","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.002054231,0.005294504,0.698021347,0.853899052,-0.003124636,5.38735e-4,6.64e-9,2.17e-8
"SymbolDigit","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.014952462,0.012422677,0.228729803,0.479163185,-0.007692949,0.001299307,3.21e-9,1.08e-8
"SymbolDigit","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",-0.037113207,0.020592724,0.071508431,0.234131812,-0.010900543,0.002962218,2.3345e-4,4.27957e-4
"TDI","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.011234638,0.007398005,0.128863026,0.339339558,0.008025223,7.53338e-4,1.7e-26,2.24e-25
"TDI","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.045519869,0.011913193,1.3295e-4,0.002289404,0.01373068,0.001650658,8.95e-17,5.7e-16
"TrailMaking1","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.015844046,0.023503229,0.500234807,0.733929108,0.008084237,0.003360616,0.016148034,0.022038934
"TrailMaking1","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",0.018615881,0.014200412,0.189880379,0.429072803,0.004620719,0.001487546,0.001895023,0.002998949
"TrailMaking2","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",5.7513e-4,0.013752332,0.966641824,0.986082612,0.008743986,0.001430884,9.94e-10,3.51e-9
"TrailMaking2","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.035178119,0.02296065,0.125499074,0.335147555,0.012074399,0.003321745,2.78136e-4,5.03512e-4
"Triglycerides","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.001182457,0.007507196,0.874843153,0.945531758,8.63765e-4,7.65616e-4,0.259238081,0.294271329
"Triglycerides","NonBrain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.026643523,0.012161368,0.028464451,0.127899804,0.003740179,0.001680285,0.02602011,0.034426607
"VSWM1","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.003201787,0.00776633,0.680145351,0.843241327,0.004154407,7.89707e-4,1.44e-7,4e-7
"VSWM1","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.009649827,0.01247248,0.439114871,0.685108893,0.009558539,0.00172236,2.86e-8,8.72e-8
"VSWM2","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DUP",-0.004275994,0.007342068,0.560300051,0.775010133,0.005643817,7.49224e-4,4.97e-14,2.56e-13
"VSWM2","Brain","pons","Tissue_Fantom60","Brain",NA,"neuromodulation","DEL",0.026956859,0.011888509,0.023361914,0.112617017,0.010103277,0.001648931,8.95e-10,3.18e-9
"Albumin","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.007245298,0.008062772,0.36886032,0.623065189,-0.002262235,9.31883e-4,0.015199714,0.020841135
"Albumin","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.04080911,0.012110542,7.52527e-4,0.009086836,-0.002532682,0.001623697,0.118802137,0.142964628
"BirthWeight","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.024049645,0.016146109,0.136356772,0.351411772,-0.004944221,0.002089748,0.017985084,0.024375605
"BirthWeight","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.011021371,0.010063316,0.273428894,0.528188812,-0.002666401,0.0011722,0.022924939,0.030580368
"BMD","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",3.1959e-4,0.009802141,0.973990326,0.989102355,-0.003155761,0.00113332,0.005360983,0.0078968
"BMD","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.002532973,0.016000774,0.87421803,0.945319855,-0.001020309,0.001922399,0.595594037,0.629332594
"BMI","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.010062011,0.007582579,0.184512461,0.421775355,0.003444928,8.83363e-4,9.63e-5,1.87882e-4
"BMI","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.112602863,0.011433027,6.969999999999999e-23,4.29e-20,0.004600668,0.001524307,0.002542941,0.003944131
"Calcium","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.005192105,0.008175065,0.525353925,0.752788459,0.001362404,9.45071e-4,0.149419453,0.176845299
"Calcium","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.03142403,0.012277483,0.010483131,0.064476704,-0.001501592,0.001646754,0.36184833,0.400573305
"Cholesterol","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.007920797,0.007707065,0.304076489,0.560496524,-0.002869267,8.9651e-4,0.001372069,0.002211818
"Cholesterol","NonBrain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",-0.028452871,0.011524924,0.013556637,0.077905894,-0.005907232,0.001555172,1.45629e-4,2.75501e-4
"Depression","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DEL",0.002561807,0.002661956,0.335860502,0.59334152,0.001010252,3.58532e-4,0.00483645,0.007169132
"Depression","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",0.004603919,0.001780395,0.009712923,0.061059738,3.78276e-4,2.07695e-4,0.06856155,0.085407914
"EA","Brain","postcentral_gyrus","Tissue_Fantom60","Brain",NA,"sensorimotor","DUP",-0.028710221,0.007528972,1.37143e-4,0.002347939,-0.006248755,8.77422e-4,1.07e-12,4.99e-12
